imdbid,cast
tt0044672,"{'Betty Hutton': 'Holly', 'Cornel Wilde': 'The Great Sebastian', 'Charlton Heston': 'Brad Braden', 'Dorothy Lamour': 'Phyllis', 'Gloria Grahame': 'Angel', 'Henry Wilcoxon': 'FBI Agent Gregory', 'Lyle Bettger': 'Klaus', 'Lawrence Tierney': 'Mr. Henderson', 'Emmett Kelly': 'Emmett Kelly', 'Cucciola': 'Cucciola', 'Antoinette Concello': 'Antoinette Concello', 'John Ringling North': 'John Ringling North', 'Tuffy Genders': 'Tuffy Genders', 'John Kellogg': 'Harry', 'John Ridgely': 'Assistant Manager'}"
tt0191133,"{'Nigel Washington': 'Little Darrin', 'Chloe Bailey': 'Little Lilly', 'Demetress Long': 'Church Usher', 'Ann Nesby': 'Aunt Sally Walker', 'Faith Evans': 'Maryann Hill', 'Melba Moore': 'Bessie Cooley', 'Rosalie Washington': 'Faye Jenkins', 'Ricky Dillard': 'Choir Director', 'Larry John Meyers': 'Homer T.       (as L. John Myers)', 'Shirley Caesar': 'Herself       (as Reverend Shirley Caesar)', 'LaTanya Richardson Jackson': 'Paulina Pritchett       (as LaTanya Richardson)', 'Wendell Pierce': 'Reverend Lewis', 'Lou Myers': 'Homer T.', 'Cuba Gooding Jr.': 'Darrin Hill', 'Lourdes Benedicto': 'Rosa Lopez'}"
tt1305806,"{'Soledad Villamil': 'Irene Menéndez Hastings', 'Ricardo Darín': 'Benjamín Esposito', 'Carla Quevedo': 'Liliana Coloto', 'Pablo Rago': 'Ricardo Morales', 'Javier Godino': 'Isidoro Gómez', 'Bárbara Palladino': 'Chica Piropo', 'Rudy Romano': 'Ordóñez', 'Alejandro Abelenda': 'Pinche Mariano', 'Mario Alarcón': 'Juez Fortuna Lacalle', 'Guillermo Francella': 'Pablo Sandoval', 'Sebastián Blanco': 'Pinche Tino', 'Mariano Argento': 'Romano', 'José Luis Gioia': 'Báez - Inspector', 'Juan José Ortíz': 'Agente Cardozo', 'Kiko Cerone': 'Molinari'}"
tt0085407,"{'Christopher Walken': 'Johnny Smith', 'Brooke Adams': 'Sarah Bracknell', 'Tom Skerritt': 'Sheriff Bannerman', 'Herbert Lom': 'Dr. Sam Weizak', 'Anthony Zerbe': 'Roger Stuart', 'Colleen Dewhurst': 'Henrietta Dodd', 'Martin Sheen': 'Greg Stillson', 'Nicholas Campbell': 'Frank Dodd', 'Sean Sullivan': 'Herb Smith', 'Jackie Burroughs': 'Vera Smith', 'Géza Kovács': 'Sonny Elliman       (as Geza Kovacs)', 'Roberta Weiss': 'Alma Frechette', 'Simon Craig': 'Chris Stuart', 'Peter Dvorsky': 'Dardis', 'Julie-Ann Heathwood': 'Amy'}"
tt0072848,"{'Donald Sutherland': 'Homer', 'Karen Black': 'Faye', 'Burgess Meredith': 'Harry', 'William Atherton': 'Tod', 'Geraldine Page': 'Big Sister', 'Richard Dysart': 'Claude Estee', 'Bo Hopkins': 'Earle Shoop', 'Pepe Serna': 'Miguel', 'Lelia Goldoni': 'Mary Dove', 'Billy Barty': 'Abe', 'Jackie Earle Haley': 'Adore       (as Jackie Haley)', 'Gloria LeRoy': 'Mrs. Loomis       (as Gloria Le Roy)', 'Jane Hoffman': 'Mrs. Odlesh', 'Norman Leavitt': 'Mr. Odlesh       (as Norm Leavitt)', 'Madge Kennedy': 'Mrs. Johnson'}"
tt0055871,"{'William Holden': 'Eric Erickson', 'Lilli Palmer': 'Frau Marianne Möllendorf', 'Hugh Griffith': 'Collins', 'Carl Raddatz': 'Otto Holtz', 'Ernst Schröder': 'Baron Gerhard von Oldenburg', 'Charles Regnier': 'Wilhelm Kortner', 'Ingrid van Bergen': 'Hulda Windler', 'Wolfgang Preiss': 'Col. Nordoff', 'Werner Peters': 'Bruno Ulrich', 'Erica Beer': 'Klara Holtz', 'Stefan Schnabel': 'Gestapo Agent at Funeral', 'Klaus Kinski': 'Kindler', 'Erik Schumann': 'Nazi Gunboat Officer       (as Erik Schuman)', 'Poul Reichhardt': 'Fishing Boat Skipper', 'John Wittig': 'Sven'}"
tt0102951,"{'Cathy Moriarty': 'Montana Moorehead', 'Teri Hatcher': 'Ariel Maloney', 'Robert Downey Jr.': 'David Barnes', 'Sally Field': 'Celeste Talbert', 'Paul Johansson': 'Bolt', 'Elisabeth Shue': 'Lori Craven', 'Whoopi Goldberg': 'Rose Schwartz', 'Kevin Kline': 'Jeffrey Anderson', 'Arne Nannestad': 'Burton White', 'Tim Choate': 'A.D.', 'Kathy Najimy': 'Tawny Miller', 'Costas Mandylor': 'Mark', 'Cornelia Kiss': 'Receptionist', 'Rob Camilletti': 'Actor       (as Robert Camiletti)', 'Marianne Muellerleile': 'Housewife'}"
tt0122718,"{'David Cross': 'Irwin Wayfair', 'Jay Mohr': 'Larry Benson', 'Alexandra Wilson': 'Ms. Kegel', 'Denis Leary': 'Gil Mars', 'Gregory Smith': 'Alan Abernathy', 'Dick Miller': 'Joe', 'Kirsten Dunst': 'Christy Fimple', 'Jacob Smith': 'Timmy Fimple', 'Jonathan Bouck': 'Brad       (as Jonathan David Bouck)', 'Kevin Dunn': 'Stuart Abernathy', 'Ann Magnuson': 'Irene Abernathy', 'Wendy Schaal': 'Marion Fimple', 'Phil Hartman': 'Phil Fimple', 'Archie Hahn': 'Satellite Dish Installer', 'Robert Picardo': 'Ralph, Clean Room Technician'}"
tt0108162,"{'Sharon Stone': 'Carly Norris', 'William Baldwin': 'Zeke Hawkins', 'Tom Berenger': 'Jack Landsford', 'Polly Walker': 'Vida Warren', 'Colleen Camp': 'Judy Marks', 'Amanda Foreman': 'Samantha Moore', 'Martin Landau': 'Alex Parsons', 'CCH Pounder': 'Lt. Victoria Hendrix', 'Nina Foch': 'Evelyn McEvoy', 'Keene Curtis': 'Gus Hale', 'Nicholas Pryor': 'Peter Farrell', 'Anne Betancourt': 'Jackie Kinsella', 'Tony Peck': 'Martin Kinsella', 'Frantz Turner': 'Doorman #1', 'Melvyn Kinder': 'Dr. Palme       (as Dr. Melvyn Kinder)'}"
tt0239986,"{'Penny Balfour': 'Young Hooker', 'Edward Burns': 'Tommy', 'Michael Leydon Campbell': 'Gio /              Harry', 'Nadia Dajani': 'Hilary', 'Rosario Dawson': 'Maria', 'Kathleen Doyle': 'Katy', 'Dennis Farina': 'Carpo', 'Heather Graham': 'Annie', 'Leah Gray': 'Dental Hygienist', 'Timothy Jerome': 'Dr. Lance       (as Tim Jerome)', 'David Krumholtz': 'Ben', 'Libby Langdon': 'Make-up Girl', 'Alicia Meer': 'Elevator Girl', 'Brittany Murphy': 'Ashley', 'Ted Neustadt': 'Doctor'}"
tt0061385,"{'Robert Redford': 'Paul Bratter', 'Jane Fonda': 'Corie Bratter', 'Charles Boyer': 'Victor Velasco', 'Mildred Natwick': 'Ethel Banks', 'Herb Edelman': 'Harry Pepper       (as Herbert Edelman)', 'Mabel Albertson': 'Harriet', 'Fritz Feld': 'Restaurant Proprietor', 'James Stone': 'Delivery Man       (as James F. Stone)', 'Ted Hartley': 'Frank'}"
tt1130884,"{'Leonardo DiCaprio': 'Teddy Daniels', 'Mark Ruffalo': 'Chuck Aule', 'Ben Kingsley': 'Dr. Cawley', 'Max von Sydow': 'Dr. Naehring', 'Michelle Williams': 'Dolores', 'Emily Mortimer': 'Rachel 1', 'Patricia Clarkson': 'Rachel 2', 'Jackie Earle Haley': 'George Noyce', 'Ted Levine': 'Warden', 'John Carroll Lynch': 'Deputy Warden McPherson', 'Elias Koteas': 'Laeddis', 'Robin Bartlett': 'Bridget Kearns', 'Christopher Denham': 'Peter Breene', 'Nellie Sciutto': 'Nurse Marino', 'Joseph Sikora': 'Glen Miga       (as Joe Sikora)'}"
tt0096094,"{'Kevin Bacon': 'Jake Briggs', 'Elizabeth McGovern': 'Kristy Briggs', 'Alec Baldwin': 'Davis McDonald', 'James Ray': 'Jim Briggs', 'Holland Taylor': 'Sarah Briggs', 'William Windom': 'Russ Bainbridge', 'Cathryn Damon': 'Gayle Bainbridge', 'Reba McKinney': 'Grandmother', 'Bill Erwin': 'Grandfather', 'Paul Gleason': 'Howard', 'Dennis Dugan': 'Bill', 'Anthony Mockus Sr.': 'Minister', 'John Ashton': 'Ken', 'Larry Hankin': 'Hank', 'Edie McClurg': 'Lynn'}"
tt0959337,"{'Kate Winslet': 'April Wheeler', 'Leonardo DiCaprio': 'Frank Wheeler', 'Christopher Fitzgerald': 'Party Guest', 'Jonathan Roumie': 'Party Guest', 'Neal Bledsoe': 'Party Guest', 'Marin Ireland': 'Party Guest', 'Samantha Soule': 'Party Guest', 'Heidi Armbruster': 'Party Guest', 'Sam Rosen': 'Party Guest', 'Maria Rusolo': 'Party Dancer', 'Gena Oppenheim': 'Party Dancer', 'Kathryn Dunn': 'Party Dancer', 'Joe Komara': 'Party Dancer       (as Joe Kamara)', 'Allison Twyford': 'Party Dancer', 'David Harbour': 'Shep Campbell'}"
tt0421239,"{'Rachel McAdams': 'Lisa Reisert', 'Cillian Murphy': 'Jackson Rippner', 'Brian Cox': 'Joe Reisert', 'Laura Johnson': 'Blonde Woman', 'Max Kasch': 'Headphone Kid', 'Jayma Mays': 'Cynthia', 'Angela Paton': 'Nice Lady', 'Suzie Plakson': 'Senior Flight Attendant', 'Jack Scalia': 'Charles Keefe', 'Terry Press': 'Marianne Taylor       (as Teresa Press-Marx)', 'Robert Pine': 'Bob Taylor', 'Carl Gilliard': 'Taxi Driver', 'Mary Kathleen Gordon': 'Airline Representative       (as Mary-Kathleen Gordon)', 'Loren Lester': 'Irate Passenger', 'Philip Pavel': 'Dallas Ticket Agent'}"
tt0250687,"{'Breckin Meyer': 'Nick Schaffer', 'Jenica Bergere': 'Hotel Clerk', 'Cuba Gooding Jr.': 'Owen Templeton', 'Carrie Diamond': 'Casino Bartender', 'Douglas Haase': 'Guy at Bar', 'Chris Myers': 'Fox Sportscaster', 'Kevin Frazier': 'Fox Sportscaster', 'Seth Green': 'Duane Cody', 'Gloria Allred': 'Gloria Allred', 'Vince Vieluf': 'Blaine Cody', 'Renée Lee': 'Witness in Crowd', 'Corinna Harney': 'Cocktail Waitress       (as Corinna Harney Jones)', 'Jane C. Walsh': 'Cocktail Waitress', 'Lanei Chapman': 'Merrill Jennings       (as Lanai Chapman)', 'Whoopi Goldberg': 'Vera Baker'}"
tt0082970,"{'James Cagney': 'New York Police Commissioner Rhinelander Waldo', 'Brad Dourif': 'Younger Brother', 'Moses Gunn': 'Booker T. Washington', 'Elizabeth McGovern': 'Evelyn Nesbit', 'Kenneth McMillan': 'Willie Conklin', ""Pat O'Brien"": 'Delphin', ""Donald O'Connor"": ""Evelyn's Dance Instructor"", 'James Olson': 'Father', 'Mandy Patinkin': 'Tateh', 'Howard E. Rollins Jr.': 'Coalhouse Walker Jr.', 'Mary Steenburgen': 'Mother', 'Debbie Allen': 'Sarah', 'Jeffrey DeMunn': 'Houdini       (as Jeff Demunn)', 'Robert Joy': 'Henry Thaw', 'Norman Mailer': 'Stanford White'}"
tt0066181,"{'Barbra Streisand': 'Daisy Gamble', 'Yves Montand': 'Dr. Marc Chabot', 'Bob Newhart': 'Dr. Mason Hume', 'Larry Blyden': 'Warren Pratt', 'Simon Oakland': 'Dr. Conrad Fuller', 'Jack Nicholson': 'Tad Pringle', 'John Richardson': 'Robert Tentrees', 'Pamela Brown': 'Mrs. Fitzherbert', 'Irene Handl': 'Winnie Wainwhisle', 'Roy Kinnear': 'Prince Regent', 'Peter Crowcroft': 'Divorce Attorney', 'Byron Webster': 'Prosecuting Attorney', 'Mabel Albertson': 'Mrs. Hatch', 'Laurie Main': 'Lord Percy', 'Kermit Murdock': 'Hoyt III'}"
tt0078024,"{""Ryan O'Neal"": 'Oliver Barrett', 'Candice Bergen': 'Marcie Bonwit', 'Nicola Pagett': 'Joanna Stone', 'Edward Binns': 'Phil Cavilleri', 'Benson Fong': 'John Hsiang', 'Charles Haid': 'Stephen Simpson', 'Kenneth McMillan': 'Jamie Francis', 'Ray Milland': 'Mr. Barrett', 'Josef Sommer': 'Dr. Dienhart', 'Sully Boyar': 'Mr. Gentilano', 'Swoosie Kurtz': 'Gwen Simpson', 'Meg Mundy': 'Mrs. Barrett', 'Beatrice Winde': 'Waltereen', 'Sol Schwade': 'Arlie', 'Frank Toste': 'Father Giamatti       (as Father Frank Toste)'}"
tt0063356,"{'Rod Steiger': 'Christopher Gill', 'Lee Remick': 'Kate Palmer', 'George Segal': 'Morris Brummel', 'Eileen Heckart': 'Mrs. Brummel', 'Murray Hamilton': 'Inspector Haines', 'Michael Dunn': 'Mr. Kupperman', 'Martine Bartlett': 'Alma Mulloy', 'Barbara Baxley': 'Belle Poppie', 'Irene Dailey': 'Mrs. Fitts', 'Doris Roberts': 'Sylvia Poppie', 'Ruth White': 'Mrs. Himmel', 'Val Bisoglio': 'Detective Monaghan', 'David Doyle': 'Lieutenant Dawson', 'Kim August': 'Sadie'}"
tt0056267,"{'Shirley MacLaine': 'Lucy Dell /              Yoko Mori', 'Yves Montand': 'Paul Robaix', 'Edward G. Robinson': 'Sam Lewis', 'Robert Cummings': 'Bob Moore', 'Yôko Tani': 'Kazumi Ito', 'Tatsuo Saitô': 'Kenichi Takata', 'Tamae Kiyokawa': 'Amatsu Hisako       (as Tamae Kyokawa)', 'Ichirô Hayakawa': 'Hisako', 'Alex Gerry': 'Leonard Lewis', 'Tsugundo Maki': 'Shiga', 'George Furness': ""George (Robaix's butler)""}"
tt0110516,"{'Melanie Griffith': 'V', 'Ed Harris': 'Tom', 'Michael Patrick Carter': 'Frank', 'Malcolm McDowell': 'Waltzer', 'Anne Heche': 'Betty', 'Casey Siemaszko': 'Cash', 'Philip Bosco': 'Jerry the Pope', 'Brian Christopher': 'Kevin', 'Adam LaVorgna': 'Brad', 'Kevin Scannell': 'Mr. Clean', 'Jessica Wesson': 'Stacey', 'Amanda Sharkey': 'Holly', 'Margaret Nagle': 'Mrs. Fetch', 'Katie Powell': 'Mrs. Clean       (as Kati Powell)', 'Tom Coop': ""Holly's Brother""}"
tt0068835,"{'Alan Arkin': 'Barney Cashman', 'Sally Kellerman': 'Elaine', 'Paula Prentiss': 'Bobbi Michele', 'Renée Taylor': 'Jeanette', 'Bella Bruck': 'Cashier', 'Sandy Balson': 'Charlotte', 'Frank Loverde': 'Mel', 'Burt Conroy': 'Bert', 'Charles Woolf': 'Jesse', 'Ben Freedman': 'Mickey', 'Buddy Lewis': 'Waiter #1', ""Paul 'Mousie' Garner"": 'Waiter #2       (as Mousey Garner)', 'Bernie Styles': 'Man with Boxes', 'John Battiste': ""Truckman's Helper"", 'Sully Boyar': 'Man #1 Coffee Shop'}"
tt0408985,"{'Queen Latifah': 'Georgia Byrd', 'LL Cool J': 'Sean Matthews', 'Timothy Hutton': 'Matthew Kragen', 'Giancarlo Esposito': 'Senator Dillings', 'Alicia Witt': 'Ms. Burns', 'Gérard Depardieu': 'Chef Didier', 'Jane Adams': 'Rochelle', 'Michel Estime': 'Marlon       (as Mike Estime)', 'Susan Kellermann': 'Gunther', 'Jascha Washington': 'Darius', 'Matt Ross': 'Adamian', 'Ranjit Chowdhry': 'Dr. Gupta', 'Michael Nouri': 'Congressman Stewart', 'Jaqueline Fleming': 'Tanya', 'Kendall Mosby': 'Anton'}"
tt0119468,"{'Morgan Freeman': 'Dr. Alex Cross', 'Ashley Judd': 'Kate Mctiernan', 'Cary Elwes': 'Casanova /              Nick Ruskin', 'Alex McArthur': 'Sikes', 'Tony Goldwyn': 'Will Rudolph', 'Jay O. Sanders': 'Kyle Craig', 'Bill Nunn': 'Sampson', 'Brian Cox': 'Chief Hatfield', 'Richard T. Jones': 'Seth Samuel', 'Roma Maffia': 'Dr. Ruocco', 'Jeremy Piven': 'Henry Castillo', 'Gina Ravera': 'Naomi Cross', 'William Converse-Roberts': 'Dr. Wick Sachs', 'Helen Martin': 'Nana Cross', 'Tatyana Ali': 'Janell Cross       (as Tatyana M. Ali)'}"
tt0099850,"{'Richard Gere': 'Dennis Peck', 'Andy Garcia': 'Raymond Avilla', 'Nancy Travis': 'Kathleen Avilla', 'Laurie Metcalf': 'Amy Wallace', 'Richard Bradford': 'Grieb', 'William Baldwin': 'Van Stretch', 'Michael Beach': 'Dorian Fletcher', 'Katherine Borowitz': 'Tova Arrocas', 'Faye Grant': 'Penny', 'John Kapelos': 'Steven Arrocas', 'Xander Berkeley': 'Rudy Mohr', 'John Capodice': 'Chief Healy', 'Victoria Dillard': 'Kee', ""Pamella D'Pella"": 'Cheryl', 'Susan Forristal': 'Lolly'}"
tt0119360,"{'Kevin Kline': 'Howard Brackett', 'Joan Cusack': 'Emily Montgomery', 'Tom Selleck': 'Peter Malloy', 'Matt Dillon': 'Cameron Drake', 'Debbie Reynolds': 'Berniece Brackett', 'Wilford Brimley': 'Frank Brackett', 'Bob Newhart': 'Tom Halliwell', 'Gregory Jbara': 'Walter Brackett', 'Shalom Harlow': 'Sonya', 'Shawn Hatosy': 'Jack', 'Zak Orth': 'Mike', 'Lauren Ambrose': 'Vicky', 'Alexandra Holden': 'Meredith', 'Lewis J. Stadlen': 'Ed Kenrow', 'Deborah Rush': 'Ava Blazer'}"
tt0110099,"{'Tim Robbins': 'Ed Walters', 'Meg Ryan': 'Catherine Boyd', 'Walter Matthau': 'Albert Einstein', 'Lou Jacobi': 'Kurt Gödel', 'Gene Saks': 'Boris Podolsky', 'Joseph Maher': 'Nathan Liebknecht', 'Stephen Fry': 'James Moreland', 'Tony Shalhoub': 'Bob Rosetti', 'Frank Whaley': 'Frank', 'Charles Durning': 'Louis Bamberger', 'Keene Curtis': 'Eisenhower', 'Alice Playten': 'Gretchen', 'Danny Zorn': 'Dennis', 'Helen Hanft': 'Rose', 'Roger Berlind': 'Duncan'}"
tt0319531,"{'Clive Owen': 'Will', 'Charlotte Rampling': 'Helen', 'Jonathan Rhys Meyers': 'Davey', 'Malcolm McDowell': 'Boad', 'Jamie Foreman': 'Mickser', 'Ken Stott': 'Turner', 'Sylvia Syms': 'Mrs. Bartz', 'Alexander Morton': 'Victor', 'John Surman': 'Pathologist', 'Paul Mohan': 'Coroner', 'Damian Dibben': 'David Myers', 'Amber Batty': 'Sheridan', 'Daisy Beaumont': 'Stella, Drugs Seeker', 'Lidija Zovkic': 'Philippa, Model', 'Geoff Bell': 'Arnie Ryan'}"
tt0051745,"{'Cary Grant': 'Tom Winters', 'Sophia Loren': 'Cinzia Zaccardi', 'Martha Hyer': 'Carolyn Gibson', 'Harry Guardino': 'Angelo Donatello', 'Eduardo Ciannelli': 'Arturo Zaccardi', 'Murray Hamilton': 'Capt. Alan Wilson', 'Mimi Gibson': 'Elizabeth Winters', 'Paul Petersen': 'David Winters', 'Charles Herbert': 'Robert Winters', 'Madge Kennedy': 'Mrs. Farnsworth', 'John Litel': 'Mr. William Farnsworth', 'Werner Klemperer': 'Harold Messner'}"
tt0080836,"{'Gary Collins': 'Steve Bancroft', 'Robert Vaughn': 'Gordon Cain', 'James Hampton': 'Lew Price', 'Philip Abbott': 'Frank Morrison', 'Joseph Campanella': 'Frank Lafferty', 'Pamela Bellwood': 'Sarah Michaels', 'Tom Hallick': 'Phil Cameron', 'Steven Keats': 'Paul Bannister', 'William Schallert': 'Professor Mills', 'Darren McGavin': 'Harry Forbes', 'Cliff Osmond': 'Sheriff Barlow', 'Andrew Bloch': 'Neal Kelso', 'Stuart Pankin': 'Sam Tate', 'Betty Ann Carr': 'Flo Mattson', 'H.M. Wynant': 'Flight Director'}"
tt0050468,"{'Burt Lancaster': 'Wyatt Earp', 'Kirk Douglas': 'Doc Holliday', 'Rhonda Fleming': 'Laura Denbow', 'Jo Van Fleet': 'Kate Fisher', 'John Ireland': 'Johnny Ringo', 'Lyle Bettger': 'Ike Clanton', 'Frank Faylen': 'Cotton Wilson', 'Earl Holliman': 'Charles Bassett', 'Ted de Corsia': 'Shanghai Pierce       (as Ted DeCorsia)', 'Dennis Hopper': 'Billy Clanton', 'Whit Bissell': 'John P. Clum', 'George Mathews': 'John Shanssey', 'John Hudson': 'Virgil Earp', 'DeForest Kelley': 'Morgan Earp', 'Martin Milner': 'James Earp'}"
tt0082432,"{'Mark Lee': 'Archy Hamilton', 'Bill Kerr': 'Jack', 'Harold Hopkins': 'Les McCann', 'Charles Lathalu Yunipingu': 'Zac       (as Charles Yunupingu)', 'Heath Harris': 'Stockman', 'Ron Graham': 'Wallace Hamilton', 'Gerda Nicolson': 'Rose Hamilton', 'Mel Gibson': 'Frank Dunne', 'Robert Grubb': 'Billy', 'Tim McKenzie': 'Barney', 'David Argue': 'Snowy', 'Brian Anderson': 'Railway Foreman', 'Reg Evans': 'Athletics Official 1', 'Jack Giddy': 'Athletics Official 2', 'Dane Peterson': 'Announcer'}"
tt0430105,"{'Mark Wahlberg': 'Bobby Mercer', 'Tyrese Gibson': 'Angel Mercer', 'André Benjamin': 'Jeremiah Mercer', 'Garrett Hedlund': 'Jack Mercer', 'Terrence Howard': 'Lt. Green', 'Josh Charles': 'Detective Fowler', 'Sofía Vergara': 'Sofi', 'Fionnula Flanagan': 'Evelyn Mercer', 'Chiwetel Ejiofor': 'Victor Sweet', 'Taraji P. Henson': 'Camille Mercer', 'Barry Shabaka Henley': 'Councilman Douglas', 'Jernard Burks': 'Evan', 'Kenneth Welsh': 'Robert Bradford', 'Tony Nappo': 'Charlie', 'Shawn Singleton': 'Victor Hoodlum'}"
tt0097336,"{'Paul Newman': 'General Leslie R. Groves', 'Dwight Schultz': 'J. Robert Oppenheimer', 'Bonnie Bedelia': 'Kitty Oppenheimer', 'John Cusack': 'Michael Merriman', 'Laura Dern': 'Kathleen Robinson', 'Ron Frazier': 'Peer de Silva', 'John C. McGinley': 'Richard Schoenfield', 'Natasha Richardson': 'Jean Tatlock', 'Ron Vawter': 'Jamie Latrobe', 'Michael Brockman': ""William 'Deke' Parsons"", 'Del Close': 'Dr. Kenneth Whiteside', 'John Considine': 'Robert Tuckson', 'Allan Corduner': 'Franz Goethe       (as Alan Corduner)', ""Joe D'Angerio"": ""Seth Neddermeyer       (as Joseph D'Angerio)"", 'Jon DeVries': 'Johnny Mount       (as Jon De Vries)'}"
tt0418647,"{'Kurt Russell': 'Ben Crane', 'Dakota Fanning': 'Cale Crane', 'Kris Kristofferson': 'Pop Crane', 'Elisabeth Shue': 'Lily', 'David Morse': 'Palmer', 'Freddy Rodríguez': 'Manolin', 'Luis Guzmán': 'Balon', 'Oded Fehr': 'Prince Sadir', 'Ken Howard': 'Bill Ford', 'Holmes Osborne': 'Doc Fleming', 'Antonio Badrani': 'Prince Tariq       (as Antonio Albadran)', 'John Moyer': 'Security Officer', 'Kayren Butler': 'Teacher', 'Tommy Barnes': 'Short Steward', 'Frank Hoyt Taylor': 'Chairman'}"
tt0044509,"{'Burt Lancaster': 'Doc Delaney', 'Shirley Booth': 'Lola Delaney', 'Terry Moore': 'Marie Buckholder', 'Richard Jaeckel': 'Turk Fisher', 'Philip Ober': 'Ed Anderson', 'Edwin Max': 'Elmo Huston', 'Lisa Golm': 'Mrs. Coffman', 'Walter Kelley': 'Bruce Cunningham'}"
tt0163983,"{'Kim Basinger': ""Maggie O'Connor"", 'Jimmy Smits': 'John Travis', 'Holliston Coleman': 'Cody', 'Rufus Sewell': 'Eric Stark', 'Angela Bettis': 'Jenna', 'Christina Ricci': 'Cheri', 'Michael Gaston': 'Det. Frank Bugatti', 'Lumi Cavazos': 'Sister Rosa', 'Dimitra Arliss': 'Dahnya       (as Dimitra Arlys)', 'Eugene Lipinski': 'Stuart', 'Anne Betancourt': 'Maria', 'Ian Holm': 'Reverend Grissom', 'Helen Stenborg': 'Sister Joseph', 'Matthew Lemche': 'New Dawn Kid at Van', 'Dan Warry-Smith': 'New Dawn Kid'}"
tt0075765,"{'Robert Shaw': 'Kabakov', 'Bruce Dern': 'Lander', 'Marthe Keller': 'Dahlia', 'Fritz Weaver': 'Sam Corley', 'Steven Keats': 'Robert Moshevsky', 'Bekim Fehmiu': 'Mohammed Fasil', 'Michael V. Gazzo': 'Muzi', 'William Daniels': 'Pugh', 'Walter Gotell': 'Colonel Riat', 'Victor Campos': 'Nageeb', 'Joseph Robbie': 'Joseph Robbie', 'Robert J. Wussler': 'Robert Wussler       (as Robert Wussler)', 'Pat Summerall': 'Pat Summerall', 'Tom Brookshier': 'Tom Brookshier', 'Walter Brooke': 'Fowler'}"
tt0326769,"{'Laurence Fishburne': 'Smoke', 'Derek Luke': 'Kid', 'Orlando Jones': 'Soul Train', 'Djimon Hounsou': 'Motherland', 'Lisa Bonet': 'Queenie', 'Brendan Fehr': 'Stuntman', 'Larenz Tate': 'Wood', 'Kid Rock': 'Dogg', 'Rick Gonzalez': 'Primo', 'Meagan Good': 'Tina', 'Salli Richardson-Whitfield': 'Half & Half', 'Vanessa Bell Calloway': 'Anita', 'Dante Basco': 'Philly', 'Dionysio Basco': 'Flip       (as Dion Basco)', 'Tyson Beckford': 'Donny'}"
tt0109120,"{'Tina Majorino': 'Toni Whitney', 'Chelsea Field': 'Thalice Whitney', 'Shane Meier': 'Steve Whitney', 'Aidan Pendleton': 'Paula Whitney', 'Shirley Broderick': 'Mrs. McCann', 'Keith Carradine': 'Harry Whitney', 'Andrea Libman': 'Mary May', 'Keith Szarabajka': 'Billy Baker', 'Joshua Jackson': 'Mark Baker', 'Jay Brazeau': 'Griff Armstrong', 'Bill Dow': 'Ellwyn', 'Joy Coghill': 'Betsy', 'Stephen Dimopoulos': 'Dan Snow', 'Frank C. Turner': 'John Miller', 'Kristian Ayre': 'Gerald'}"
tt1403865,"{'Jeff Bridges': 'Rooster Cogburn', 'Hailee Steinfeld': 'Mattie Ross', 'Matt Damon': 'LaBoeuf', 'Josh Brolin': 'Tom Chaney', 'Barry Pepper': 'Lucky Ned Pepper', 'Dakin Matthews': 'Col. Stonehill', 'Jarlath Conroy': 'Undertaker', 'Paul Rae': 'Emmett Quincy', 'Domhnall Gleeson': 'Moon (The Kid)', 'Elizabeth Marvel': '40-Year-Old Mattie', 'Roy Lee Jones': 'Yarnell', 'Ed Corbin': 'Bear Man       (as Ed Lee Corbin)', 'Leon Russom': 'Sheriff', 'Bruce Green': 'Harold Parmalee', 'Candyce Hinkle': 'Boarding House Landlady'}"
tt0384680,"{'Nicolas Cage': 'David Spritz', 'Michael Caine': 'Robert Spritzel', 'Hope Davis': 'Noreen', 'Gemmenne de la Peña': 'Shelly       (as Gemmenne De La Peña)', 'Nicholas Hoult': 'Mike', 'Michael Rispoli': 'Russ', 'Gil Bellows': 'Don', 'Judith McConnell': 'Lauren', 'Chris Marrs': 'DMV Guy', 'Dina Facklis': 'Andrea', 'J. Nicole Brooks': 'Clerk       (as Deanna NJ Brooks)', 'Sia A. Moody': 'Nurse       (as Sia Moody)', 'Guy Van Swearingen': 'Nipper Guy', 'Alexander Pine': 'Fast Food Employee       (as Alejandro Pina)', 'Jackson Bubala': 'Fast Food Child'}"
tt0100828,"{'Jack Nicholson': 'Jake Gittes', 'Harvey Keitel': 'Jake Berman', 'Meg Tilly': 'Kitty Berman', 'Madeleine Stowe': 'Lillian Bodine', 'Eli Wallach': 'Cotton Weinberger', 'Rubén Blades': 'Mickey Nice', 'Frederic Forrest': 'Newty', 'David Keith': 'Loach', 'Richard Farnsworth': 'Earl Rawley', 'Tracey Walter': 'Tyrone Otley', 'Joe Mantell': 'Walsh', 'James Hong': 'Kahn', 'Perry Lopez': 'Captain Escobar', 'Jeff Morris': 'Tilton', 'Rebecca Broussard': 'Gladys'}"
