imdbid,title,year
tt0814022,Bangkok Dangerous,2008.0
tt0142688,The Ninth Gate,1999.0
tt0452625,Good Luck Chuck,2007.0
tt0218839,Best in Show,2000.0
tt0800003,Delta Farce,2007.0
tt0427312,Grizzly Man,2005.0
tt0099180,Re-Animator 2,1990.0
tt0838283,Step Brothers,2008.0
tt0117407,Pusher,1996.0
tt0145531,Stigmata,1999.0
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011.0
tt1325004,The Twilight Saga: Eclipse,2010.0
tt1259571,The Twilight Saga: New Moon,2009.0
tt1099212,Twilight,2008.0
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006.0
tt0119654,Men in Black,1997.0
tt0104694,A League of Their Own,1992.0
tt0119822,As Good as It Gets,1997.0
tt0425637,Red Cliff,2008.0
tt0245686,Joe Dirt,2001.0
tt0079417,Kramer vs. Kramer,1979.0
tt0343660,50 First Dates,2004.0
tt0104257,A Few Good Men,1992.0
tt0113670,A Little Princess,1995.0
tt0310281,A Mighty Wind,2003.0
tt0105265,A River Runs Through It,1992.0
tt0268126,Adaptation.,2002.0
tt0118571,Air Force One,1997.0
tt0074119,All the President's Men,1976.0
tt0305224,Anger Management,2003.0
tt0112442,Bad Boys,1995.0
tt0414852,District 13,2004.0
tt0981227,Nick and Norah's Infinite Playlist,2008.0
tt0106364,Batman: Mask of the Phantasm,1993.0
tt0094721,Beetlejuice,1988.0
tt0381681,Before Sunset,2004.0
tt0758774,Body of Lies,2008.0
tt0142342,Big Daddy,1999.0
tt0319061,Big Fish,2003.0
tt0115734,Bottle Rocket,1996.0
tt0101507,Boyz n the Hood,1991.0
tt0127723,Can't Hardly Wait,1998.0
tt0075860,Close Encounters of the Third Kind,1977.0
tt0376541,Closer,2004.0
tt0106673,Dave,1993.0
tt0068473,Deliverance,1972.0
tt0112851,Desperado,1995.0
tt0088323,The NeverEnding Story,1984.0
tt1213644,Disaster Movie,2008.0
tt0072890,Dog Day Afternoon,1975.0
tt0119008,Donnie Brasco,1997.0
tt0103874,Bram Stoker's Dracula,1992.0
tt0064276,Easy Rider,1969.0
tt0181536,Finding Forrester,2000.0
tt0065724,Five Easy Pieces,1970.0
tt0083987,Gandhi,1982.0
tt0119177,Gattaca,1997.0
tt0365265,Ginger Snaps Back: The Beginning,2004.0
tt0097441,Glory,1989.0
tt0139239,Go,1999.0
tt0120684,Gods and Monsters,1998.0
tt0107048,Groundhog Day,1993.0
tt0061735,Guess Who's Coming to Dinner,1967.0
tt0099726,Hamlet,1990.0
tt0308353,Happily N'Ever After,2006.0
tt0113277,Heat,1995.0
tt0386588,Hitch,2005.0
tt0102057,Hook,1991.0
tt0090060,St. Elmo's Fire,1985.0
tt0061809,In Cold Blood,1967.0
tt0107206,In the Line of Fire,1993.0
tt0025316,It Happened One Night,1934.0
tt0116695,Jerry Maguire,1996.0
tt0102138,JFK,1991.0
tt0113497,Jumanji,1995.0
tt0119488,L.A. Confidential,1997.0
tt0089457,Ladyhawke,1985.0
tt0056172,Lawrence of Arabia,1962.0
tt0110322,Legends of the Fall,1994.0
tt0097733,Lethal Weapon 2,1989.0
tt0110413,Leon,1994.0
tt0107178,Fatal Proposal,1993.0
tt0325805,Matchstick Men,2003.0
tt0303361,May,2002.0
tt0829482,Superbad,2007.0
tt0280590,Mr. Deeds,2002.0
tt0031679,Mr. Smith Goes to Washington,1939.0
tt0277371,Not Another Teen Movie,2001.0
tt0047296,On the Waterfront,1954.0
tt0107818,Philadelphia,1993.0
tt0093886,Roxanne,1987.0
tt0108002,Rudy,1993.0
tt0323944,Shattered Glass,2003.0
tt0385004,House of Flying Daggers,2004.0
tt0091949,Short Circuit,1986.0
tt0067328,The Last Picture Show,1971.0
tt0090022,Silverado,1985.0
tt0105414,Single White Female,1992.0
tt0108160,Sleepless in Seattle,1993.0
tt0208092,Snatch,2000.0
tt0108174,So I Married an Axe Murderer,1993.0
tt0092005,Stand by Me,1986.0
tt0120201,Starship Troopers,1997.0
tt0160127,Charlie's Angels,2000.0
tt0044079,Strangers on a Train,1951.0
tt0083131,Stripes,1981.0
tt0096764,The Adventures of Baron Munchausen,1988.0
tt0080453,The Blue Lagoon,1980.0
tt0050212,The Bridge on the River Kwai,1957.0
tt0382625,The Da Vinci Code,2006.0
tt0119116,The Fifth Element,1997.0
tt0070909,Westworld,1973.0
tt0865556,The Forbidden Kingdom,2008.0
tt0087538,The Karate Kid,1984.0
tt0033870,The Maltese Falcon,1941.0
tt0120746,The Mask of Zorro,1998.0
tt0087781,The Natural,1984.0
tt0120768,The Negotiator,1998.0
tt0187393,The Patriot,2000.0
tt0117318,The People vs. Larry Flynt,1996.0
tt0454921,The Pursuit of Happyness,2006.0
tt0107943,The Remains of the Day,1993.0
tt0292644,The Rules of Attraction,2002.0
tt0108071,The Secret Garden,1993.0
tt1273678,The Spy Next Door,2010.0
tt0367089,The Squid and the Whale,2005.0
tt0087332,Ghostbusters,1984.0
tt0320691,Underworld,2003.0
tt0383694,Vera Drake,2004.0
tt0120890,Wild Things,1998.0
tt1156398,Zombieland,2009.0
tt1554091,A Better Life,2011.0
tt1740707,Troll Hunter,2010.0
tt1306980,50/50,2011.0
tt1237838,Mystery Team,2009.0
tt0360009,Spartan,2004.0
tt0308508,Step Into Liquid,2003.0
tt0118971,The Devil's Advocate,1997.0
tt0129167,The Iron Giant,1999.0
tt0093437,The Lost Boys,1987.0
tt0120004,The Relic,1997.0
tt0086508,Uncommon Valor,1983.0
tt1477076,Saw 3D,2010.0
tt0816462,Conan the Barbarian,2011.0
tt0206275,Save the Last Dance,2001.0
tt0086873,All of Me,1984.0
tt0115738,Box of Moonlight,1996.0
tt0374563,Captivity,2007.0
tt0200530,Chuck & Buck,2000.0
tt0424993,Employee of the Month,2006.0
tt0317676,House of the Dead,2003.0
tt0160672,Joe the King,1999.0
tt0119426,Joyride,1997.0
tt0399295,Lord of War,2005.0
tt1179891,My Bloody Valentine,2009.0
tt0138704,Pi,1998.0
tt0114594,Swimming with Sharks,1994.0
tt0283111,Van Wilder: Party Liaison,2002.0
tt0283090,29 Palms,2002.0
tt0189998,Shadow of the Vampire,2000.0
tt0437800,Akeelah and the Bee,2006.0
tt0870195,Before the Rains,2007.0
tt0997143,Bled,2009.0
tt0450278,Hostel,2005.0
tt0364385,Ju-on,2002.0
tt0263734,Men with Brooms,2002.0
tt0274812,Secretary,2002.0
tt0831887,The Spirit,2008.0
tt0337972,Defiance,2002.0
tt0470705,Bug,2006.0
tt0814075,Deliver Us from Evil,2006.0
tt0353489,Ginger Snaps 2: Unleashed,2004.0
tt0811138,The Love Guru,2008.0
tt0115438,2 Days in the Valley,1996.0
tt0488508,Arctic Tale,2007.0
tt0393162,Coach Carter,2005.0
tt0410097,Hustle & Flow,2005.0
tt0100740,Tales from the Darkside: The Movie,1990.0
tt0037536,The Bells of St. Mary's,1945.0
tt0408839,The Heartbreak Kid,2007.0
tt0434139,The Last Kiss,2006.0
tt0264323,2001 Maniacs,2005.0
tt0384814,Ask the Dust,2006.0
tt0137338,200 Cigarettes,1999.0
tt0375173,Alfie,2004.0
tt0312329,Against the Ropes,2004.0
tt0101301,All I Want for Christmas,1991.0
tt0080365,American Gigolo,1980.0
tt0486259,American Teen,2008.0
tt0221799,An American Rhapsody,2001.0
tt0491747,Away from Her,2006.0
tt0414853,Barnyard,2006.0
tt0103759,Bad Lieutenant,1992.0
tt0292963,Before the Devil Knows You're Dead,2007.0
tt0482463,Bella,2006.0
tt0246772,Mostly Martha,2001.0
tt0294357,Beyond Borders,2003.0
tt0109305,Blue Chips,1994.0
tt0229260,Book of Shadows: Blair Witch 2,2000.0
tt0103873,Braindead,1992.0
tt0103859,Boomerang,1992.0
tt0163988,Bringing Out the Dead,1999.0
tt0179116,But I'm a Cheerleader,1999.0
tt0303816,Cabin Fever,2002.0
tt0961722,Cabin Fever 2: Spring Fever,2009.0
tt0375912,Layer Cake,2004.0
tt0157472,Clockstoppers,2002.0
tt1153706,Dance Flick,2009.0
tt0433362,Daybreakers,2009.0
tt0817538,Drillbit Taylor,2008.0
tt0116493,Harriet the Spy,1996.0
tt0276919,Dogville,2003.0
tt0150377,Double Jeopardy,1999.0
tt0109676,Drop Zone,1994.0
tt0097240,Drugstore Cowboy,1989.0
tt0326856,Envy,2004.0
tt0215750,Enemy at the Gates,2001.0
tt0428518,Fade to Black,2004.0
tt0119095,FairyTale: A True Story,1997.0
tt0289944,Fear X,2003.0
tt0106912,Fire in the Sky,1993.0
tt0050419,Funny Face,1957.0
tt0101912,Frankie and Johnny,1991.0
tt1034032,Gamer,2009.0
tt0828393,Garden Party,2008.0
tt0430308,Get Rich or Die Tryin',2005.0
tt0165798,Ghost Dog: The Way of the Samurai,1999.0
tt0405061,Gin gwai 2,2004.0
tt0335119,Girl with a Pearl Earring,2003.0
tt0104348,Glengarry Glen Ross,1992.0
tt0064381,"Goodbye, Columbus",1969.0
tt0093137,Hamburger Hill,1987.0
tt1235837,Happily N'Ever After 2,2009.0
tt0361693,Happy Endings,2005.0
tt0815236,She's Out of My League,2010.0
tt0180734,Hardball,2001.0
tt0102011,"He Said, She Said",1991.0
tt0251736,House of 1000 Corpses,2003.0
tt0770810,How She Move,2007.0
tt0110146,Intersection,1994.0
tt0186253,Jesus' Son,1999.0
tt0425123,Just Like Heaven,2005.0
tt1059932,"I Love You, Om...",2006.0
tt0215129,Road Trip,2000.0
tt1250777,Kick-Ass,2010.0
tt0113537,Kicking and Screaming,1995.0
tt0074751,King Kong,1976.0
tt0110305,Lassie,1994.0
tt0110329,Leprechaun 2,1994.0
tt0420251,Three... Extremes,2004.0
tt0079640,North Dallas Forty,1979.0
tt0119783,Night Falls on Manhattan,1996.0
tt0113691,Losing Isaiah,1995.0
tt0258273,Lovely & Amazing,2001.0
tt0438205,Mad Hot Ballroom,2005.0
tt0266747,Marci X,2003.0
tt0757361,Margot at the Wedding,2007.0
tt0473692,Neil Young: Heart of Gold,2006.0
tt0416320,Match Point,2005.0
tt0209144,Memento,2000.0
tt0291341,Mean Machine,2001.0
tt0117091,Mother,1996.0
tt0119715,Mousehunt,1997.0
tt0119717,Mr. Jealousy,1997.0
tt0093605,Near Dark,1987.0
tt0396171,Perfume: The Story of a Murderer,2006.0
tt0322659,Northfork,2003.0
tt0073190,Once Is Not Enough,1975.0
tt0120784,Payback,1999.0
tt0067589,Plaza Suite,1971.0
tt0078111,Pretty Baby,1978.0
tt0462499,Rambo,2008.0
tt0180093,Requiem for a Dream,2000.0
tt0337711,Rugrats Go Wild,2003.0
tt0388395,Schultze Gets the Blues,2003.0
tt0046303,Shane,1953.0
tt0454945,She's the Man,2006.0
tt0184907,Snow Day,2000.0
tt0040823,"Sorry, Wrong Number",1948.0
tt0489281,Stop-Loss,2008.0
tt0117731,Star Trek: First Contact,1996.0
tt0094072,Summer School,1987.0
tt0324127,Suspect Zero,2004.0
tt0115571,The Arrival,1996.0
tt0185937,The Blair Witch Project,1999.0
tt0064045,The Assassination Bureau,1969.0
tt0321442,The Big Empty,2003.0
tt0109340,The Browning Version,1994.0
tt0051436,The Buccaneer,1958.0
tt0101523,The Butcher's Wife,1991.0
tt0298814,The Core,2003.0
tt0435625,The Descent,2005.0
tt0116240,The Evening Star,1996.0
tt1320253,The Expendables,2010.0
tt0093075,The Gate,1987.0
tt0219699,The Gift,2000.0
tt0064505,The Italian Job,1969.0
tt0074777,The Last Tycoon,1976.0
tt0385057,The Long Weekend,2005.0
tt0380510,The Lovely Bones,2009.0
tt0071970,The Parallax View,1974.0
tt0314498,The Perfect Score,2004.0
tt1129442,Transporter 3,2008.0
tt0227445,The Score,2001.0
tt0095897,The Presidio,1988.0
tt0337697,The Prince & Me,2004.0
tt0268695,The Time Machine,2002.0
tt0290095,The Tuxedo,2002.0
tt0301976,The United States of Leland,2003.0
tt0159097,The Virgin Suicides,1999.0
tt0282120,The Wild Thornberrys Movie,2002.0
tt0161100,The Wood,1999.0
tt0469623,Things We Lost in the Fire,2007.0
tt0300556,Timeline,2003.0
tt0139699,Varsity Blues,1999.0
tt0070895,Walking Tall,1973.0
tt0049934,War and Peace,1956.0
tt0048801,We're No Angels,1955.0
tt0120524,Wishmaster,1997.0
tt0477139,Wristcutters: A Love Story,2006.0
tt0096487,Young Guns,1988.0
tt1186830,Agora,2009.0
tt1448755,Killer Elite,2011.0
tt0893412,From Prada to Nada,2011.0
tt1189340,The Lincoln Lawyer,2011.0
tt1600195,Abduction,2011.0
tt0805619,Stir of Echoes: The Homecoming,2007.0
tt0929632,Precious,2009.0
tt0082382,First Monday in October,1981.0
tt0049096,The Court Jester,1955.0
tt0344604,Après vous...,2003.0
tt0387564,Saw,2004.0
tt0285742,Monster's Ball,2001.0
tt0395584,The Devil's Rejects,2005.0
tt0107387,Leprechaun,1993.0
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007.0
tt0123755,Cube,1997.0
tt0092890,Dirty Dancing,1987.0
tt0375679,Crash,2004.0
tt0158493,Belly,1998.0
tt0078788,Apocalypse Now,1979.0
tt0144084,American Psycho,2000.0
tt0120151,A Smile Like Yours,1997.0
tt0261289,Serving Sara,2002.0
tt0089945,Rustlers' Rhapsody,1985.0
tt0068245,Bad Company,1972.0
tt0348505,Asylum,2005.0
tt0218182,An Everlasting Piece,2000.0
tt0118073,A Very Brady Sequel,1996.0
tt0096316,Tucker: The Man and His Dream,1988.0
tt0406158,"The Prize Winner of Defiance, Ohio",2005.0
tt0051364,"Another Time, Another Place",1958.0
tt0145653,Angela's Ashes,1999.0
tt0060086,Alfie,1966.0
tt0267248,Abandon,2002.0
tt0078757,An Almost Perfect Affair,1979.0
tt0258038,Pootie Tang,2001.0
tt0373908,The Honeymooners,2005.0
tt0268397,Jimmy Neutron: Boy Genius,2001.0
tt0795351,Case 39,2009.0
tt0099587,Flight of the Intruder,1991.0
tt0098625,We're No Angels,1989.0
tt0314676,The Singing Detective,2003.0
tt0134067,The Rugrats Movie,1998.0
tt0062153,The President's Analyst,1967.0
tt0060736,The Naked Prey,1965.0
tt0419887,The Kite Runner,2007.0
tt0366174,Anacondas: The Hunt for the Blood Orchid,2004.0
tt0044672,The Greatest Show on Earth,1952.0
tt0191133,The Fighting Temptations,2003.0
tt1305806,The Secret in Their Eyes,2009.0
tt0085407,The Dead Zone,1983.0
tt0072848,The Day of the Locust,1975.0
tt0055871,The Counterfeit Traitor,1962.0
tt0102951,Soapdish,1991.0
tt0122718,Small Soldiers,1998.0
tt0108162,Sliver,1993.0
tt0239986,Sidewalks of New York,2001.0
tt0061385,Barefoot in the Park,1967.0
tt1130884,Shutter Island,2010.0
tt0096094,She's Having a Baby,1988.0
tt0959337,Revolutionary Road,2008.0
tt0421239,Red Eye,2005.0
tt0250687,Rat Race,2001.0
tt0082970,Ragtime,1981.0
tt0066181,On a Clear Day You Can See Forever,1970.0
tt0078024,Oliver's Story,1978.0
tt0063356,No Way to Treat a Lady,1968.0
tt0056267,My Geisha,1962.0
tt0110516,Milk Money,1994.0
tt0068835,Last of the Red Hot Lovers,1972.0
tt0408985,Last Holiday,2006.0
tt0119468,Kiss the Girls,1997.0
tt0099850,Internal Affairs,1990.0
tt0119360,In & Out,1997.0
tt0110099,I.Q.,1994.0
tt0319531,I'll Sleep When I'm Dead,2003.0
tt0051745,Houseboat,1958.0
tt0080836,Hangar 18,1980.0
tt0050468,Gunfight at the O.K. Corral,1957.0
tt0082432,Gallipoli,1981.0
tt0430105,Four Brothers,2005.0
tt0097336,Shadow Makers,1989.0
tt0418647,Dreamer: Inspired by a True Story,2005.0
tt0044509,"Come Back, Little Sheba",1952.0
tt0163983,Bless the Child,2000.0
tt0075765,Black Sunday,1977.0
tt0326769,Biker Boyz,2003.0
tt0109120,Andre,1994.0
tt1403865,True Grit,2010.0
tt0384680,The Weather Man,2005.0
tt0100828,The Two Jakes,1990.0
tt0963794,The Ruins,2008.0
tt0117331,The Phantom,1996.0
tt0059575,The Pawnbroker,1964.0
tt0091129,The Golden Child,1986.0
tt0252028,Surviving Christmas,2004.0
tt0251075,Evolution,2001.0
tt0249478,Domestic Disturbance,2001.0
tt0821642,The Soloist,2009.0
tt0105327,School Ties,1992.0
tt0069097,"Play It Again, Sam",1972.0
tt0090357,Young Sherlock Holmes,1985.0
tt0756729,Year of the Dog,2007.0
tt0364751,Without a Paddle,2004.0
tt0277434,We Were Soldiers,2002.0
tt1193138,Up in the Air,2009.0
tt0073747,The Stepford Wives,1975.0
tt0345950,The SpongeBob SquarePants Movie,2004.0
tt0416236,The Spiderwick Chronicles,2008.0
tt0120053,The Saint,1997.0
tt0120844,Star Trek: Insurrection,1998.0
tt0113972,Nick of Time,1995.0
tt0377091,Mean Creek,2004.0
tt0115678,Big Night,1996.0
tt0120696,Hard Rain,1998.0
tt1126618,Morning Glory,2010.0
tt0114857,Virtuosity,1995.0
tt0272020,The Last Castle,2001.0
tt0406650,The Chumscrubber,2005.0
tt0830558,The Girl Next Door,2007.0
tt0097481,Harlem Nights,1989.0
tt0084021,Grease 2,1982.0
tt0077621,Goin' South,1978.0
tt0335559,Win a Date with Tad Hamilton!,2004.0
tt0272207,Narc,2002.0
tt0338564,Infernal Affairs,2002.0
tt0113451,Jade,1995.0
tt0780567,Imagine That,2009.0
tt0343121,Tupac: Resurrection,2003.0
tt0815245,The Uninvited,2009.0
tt0327162,The Stepford Wives,2004.0
tt0119874,The Peacemaker,1997.0
tt0171363,The Haunting,1999.0
tt0253754,Star Trek: Nemesis,2002.0
tt0785006,Hotel for Dogs,2009.0
tt0995039,Ghost Town,2008.0
tt0486822,Disturbia,2007.0
tt0099044,Another 48 Hrs.,1990.0
tt0120324,A Simple Plan,1998.0
tt0964517,The Fighter,2010.0
tt1251757,Middle Men,2009.0
tt0071771,The Mean Machine,1974.0
tt0499554,Reno 911!: Miami,2007.0
tt0203230,You Can Count on Me,2000.0
tt0452608,Death Race,2008.0
tt0112715,Congo,1995.0
tt0243736,40 Days and 40 Nights,2002.0
tt0118849,Bacheha-Ye aseman,1997.0
tt0426501,Johnny Was,2006.0
tt0099558,Armour of God II,1991.0
tt0118887,Cop Land,1997.0
tt0413895,Charlotte's Web,2006.0
tt0164184,The Sum of All Fears,2002.0
tt0445934,Blades of Glory,2007.0
tt0096933,Black Rain,1989.0
tt0442933,Beowulf,2007.0
tt0109506,The Crow,1994.0
tt0317248,City of God,2002.0
tt0124315,The Cider House Rules,1999.0
tt0043338,Ace in the Hole,1951.0
tt0241303,Chocolat,2000.0
tt0065528,Catch-22,1970.0
tt0118799,Life Is Beautiful,1997.0
tt0264472,Changing Lanes,2002.0
tt0088930,Clue,1985.0
tt0463998,Freedom Writers,2007.0
tt0082418,Friday the 13th: Part 2,1981.0
tt0787475,Hot Rod,2007.0
tt0427229,Failure to Launch,2006.0
tt0209037,Iedereen beroemd!,2000.0
tt0112744,The Crossing Guard,1995.0
tt0079540,Meatballs,1979.0
tt0796366,Star Trek,2009.0
tt0124295,The Big One,1997.0
tt0111280,Star Trek: Generations,1994.0
tt0099703,The Grifters,1990.0
tt0864761,The Duchess,2008.0
tt0164334,Along Came a Spider,2001.0
tt0829459,A Mighty Heart,2007.0
tt0431308,P.S. I Love You,2007.0
tt0080388,"Atlantic City, USA",1980.0
tt0090830,Children of a Lesser God,1986.0
tt1034303,Defiance,2008.0
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996.0
tt0443489,Dreamgirls,2006.0
tt0091188,Heartburn,1986.0
tt0081353,Popeye,1980.0
tt0070510,Paper Moon,1973.0
tt0416051,Mr. Fix It,2006.0
tt0236640,Prozac Nation,2001.0
tt0822854,Shooter,2007.0
tt0054331,Spartacus,1960.0
tt0102975,Star Trek VI: The Undiscovered Country,1991.0
tt0486655,Stardust,2007.0
tt0402022,Æon Flux,2005.0
tt0116209,The English Patient,1996.0
tt0068646,The Godfather,1972.0
tt0071577,The Great Gatsby,1974.0
tt0368008,The Manchurian Candidate,2004.0
tt0469641,World Trade Center,2006.0
tt0116367,From Dusk Till Dawn,1996.0
tt0109445,Clerks,1994.0
tt0219653,Dracula 2001,2000.0
tt0068767,Fist of Fury,1972.0
tt0112346,The American President,1995.0
tt0091042,Ferris Bueller's Day Off,1986.0
tt0266489,Duplex,2003.0
tt0255477,Pinocchio,2002.0
tt0047396,Rear Window,1954.0
tt0110005,Heavenly Creatures,1994.0
tt1253596,Midgets Vs. Mascots,2009.0
tt0088850,Brewster's Millions,1985.0
tt0133751,The Faculty,1998.0
tt0077416,The Deer Hunter,1978.0
tt0090305,Weird Science,1985.0
tt0384642,Kicking & Screaming,2005.0
tt0107076,Hard Target,1993.0
tt0106332,Farewell My Concubine,1993.0
tt0082198,Conan the Barbarian,1982.0
tt0765429,American Gangster,2007.0
tt0080761,Friday the 13th,1980.0
tt0120694,Halloween H20: 20 Years Later,1998.0
tt0216787,Le Gout des Autres,2000.0
tt0238380,Equilibrium,2002.0
tt0169547,American Beauty,1999.0
tt0230600,The Others,2001.0
tt0357413,Anchorman: The Legend of Ron Burgundy,2004.0
tt0079945,Star Trek - The Motion Picture,1979.0
tt0106918,The Firm,1993.0
tt0099810,The Hunt for Red October,1990.0
tt0120815,Saving Private Ryan,1998.0
tt0119675,Mimic,1997.0
tt0449467,Babel,2006.0
tt0084726,Star Trek II - The Wrath of Khan,1982.0
tt0118607,Amistad,1997.0
tt0172495,Gladiator,2000.0
tt0401383,The Diving Bell and the Butterfly,2007.0
tt0327679,Ella Enchanted,2004.0
tt0095765,Cinema Paradiso,1988.0
tt0468565,Tsotsi,2005.0
tt0181875,Almost Famous,2000.0
tt0257044,Road to Perdition,2002.0
tt1182609,Direct Contact,2009.0
tt1179904,Paranormal Activity,2007.0
tt0302886,Old School,2003.0
tt0418279,Transformers,2007.0
tt0377109,The Ring 2,2005.0
tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001.0
tt0236493,The Mexican,2001.0
tt0161081,What Lies Beneath,2000.0
tt0181689,Minority Report,2002.0
tt0325537,Head of State,2003.0
tt0264464,Catch Me If You Can,2002.0
tt0369339,Collateral,2004.0
tt0120647,Deep Impact,1998.0
tt0399201,The Island,2005.0
tt0942385,Tropic Thunder,2008.0
tt0177789,Galaxy Quest,1999.0
tt0477051,Norbit,2007.0
tt0043014,Sunset Blvd.,1950.0
tt0088286,Top Secret!,1984.0
tt0080339,Airplane!,1980.0
tt0091159,Gung Ho,1986.0
tt0115986,The Crow: City of Angels,1996.0
tt0918927,Doubt,2008.0
tt0086465,Trading Places,1983.0
tt0093748,"Planes, Trains & Automobiles",1987.0
tt0101272,The Addams Family,1991.0
tt0120082,Scream 2,1997.0
tt0106598,Coneheads,1993.0
tt0095705,The Naked Gun: From the Files of Police Squad!,1988.0
tt0112572,The Brady Bunch Movie,1995.0
tt1300851,The Boondock Saints II: All Saints Day,2009.0
tt0066011,Love Story,1970.0
tt0086425,Terms of Endearment,1983.0
tt0102510,The Naked Gun 2½: The Smell of Fear,1991.0
tt0273923,Orange County,2002.0
tt0110622,Naked Gun 33 1/3: The Final Insult,1994.0
tt0325258,Dickie Roberts: Former Child Star,2003.0
tt0063522,Rosemary's Baby,1968.0
tt0077631,Grease,1978.0
tt0162650,Shaft,2000.0
tt0104695,Leap of Faith,1992.0
tt0087277,Footloose,1984.0
tt0082766,Mommie Dearest,1981.0
tt0063518,Romeo and Juliet,1968.0
tt0090555,Crocodile Dundee,1986.0
tt0054698,Breakfast at Tiffany's,1961.0
tt0071315,Chinatown,1974.0
tt0077663,Heaven Can Wait,1978.0
tt0102517,Necessary Roughness,1991.0
tt0085549,Flashdance,1983.0
tt0056217,The Man Who Shot Liberty Valance,1962.0
tt0102768,Regarding Henry,1991.0
tt0167427,Superstar,1999.0
tt0116313,The First Wives Club,1996.0
tt0368709,Elizabethtown,2005.0
tt0112697,Clueless,1995.0
tt0094006,Some Kind of Wonderful,1987.0
tt0067185,Harold and Maude,1971.0
tt0074860,Marathon Man,1976.0
tt0163187,Runaway Bride,1999.0
tt0275022,Crossroads,2002.0
tt0758758,Into the Wild,2007.0
tt0332379,School of Rock,2003.0
tt0046250,Roman Holiday,1953.0
tt0213790,The Ladies' Man,2000.0
tt0398165,The Longest Yard,2005.0
tt0081283,Ordinary People,1980.0
tt0074174,The Bad News Bears,1976.0
tt0081696,Urban Cowboy,1980.0
tt0119978,The Rainmaker,1997.0
tt0185014,Wonder Boys,2000.0
tt0090329,Witness,1985.0
tt0108550,What's Eating Gilbert Grape,1993.0
tt0259711,Vanilla Sky,2001.0
tt0196229,Zoolander,2001.0
tt0443706,Zodiac,2007.0
tt0096061,Scrooged,1988.0
tt0114694,Tommy Boy,1995.0
tt0099653,Ghost,1990.0
tt0112817,Dead Man,1995.0
tt1046173,G.I. Joe: The Rise of Cobra,2009.0
tt0158983,"South Park: Bigger, Longer & Uncut",1999.0
tt1462041,Dream House,2011.0
tt0251127,How to Lose a Guy in 10 Days,2003.0
tt0108525,Wayne's World 2,1993.0
tt0105793,Wayne's World,1992.0
tt0093010,Fatal Attraction,1987.0
tt0097815,Major League,1989.0
tt0322802,Jackass: The Movie,2002.0
tt0146316,Lara Croft: Tomb Raider,2001.0
tt0080678,The Elephant Man,1980.0
tt0049833,The Ten Commandments,1956.0
tt0115641,Beavis and Butt-Head Do America,1996.0
tt0497116,An Inconvenient Truth,2006.0
tt0116191,Emma,1996.0
tt0457510,Nacho Libre,2006.0
tt0118113,Walking and Talking,1996.0
tt0099371,Days of Thunder,1990.0
tt0126886,Election,1999.0
tt0086960,Beverly Hills Cop,1984.0
tt0105112,Patriot Games,1992.0
tt0092099,Top Gun,1986.0
tt0119081,Event Horizon,1997.0
tt0094898,Coming to America,1988.0
tt0162661,Sleepy Hollow,1999.0
tt0083511,48 Hrs.,1982.0
tt0038650,It's a Wonderful Life,1946.0
tt0112573,Braveheart,1995.0
tt0107211,Indecent Proposal,1993.0
tt0064116,Once Upon a Time in the West,1968.0
tt0073802,Three Days of the Condor,1975.0
tt0076666,Saturday Night Fever,1977.0
tt0109444,Clear and Present Danger,1994.0
tt0120770,A Night at the Roxbury,1998.0
tt0118771,Breakdown,1997.0
tt0084434,An Officer and a Gentleman,1982.0
tt0094744,Big Top Pee-wee,1988.0
tt0119215,Good Burger,1997.0
tt0091790,Pretty in Pink,1986.0
tt0492619,The Foot Fist Way,2006.0
tt0063374,The Odd Couple,1968.0
tt0372588,Team America: World Police,2004.0
tt0297884,Far from Heaven,2002.0
tt0108065,Searching for Bobby Fischer,1993.0
tt0094608,The Accused,1988.0
tt0080120,The Warriors,1979.0
tt0109830,Forrest Gump,1994.0
tt0377092,Mean Girls,2004.0
tt0117060,Mission: Impossible,1996.0
tt0421715,The Curious Case of Benjamin Button,2008.0
tt0065126,True Grit,1969.0
tt1060277,Cloverfield,2008.0
tt0317919,Mission: Impossible III,2006.0
tt0094226,The Untouchables,1987.0
tt0120382,The Truman Show,1998.0
tt0317740,The Italian Job,2003.0
tt0371746,Iron Man,2008.0
tt0119094,Face/Off,1997.0
tt0104036,The Crying Game,1992.0
tt0128442,Rounders,1998.0
tt0469494,There Will Be Blood,2007.0
tt0409459,Watchmen,2009.0
tt0101318,Les Amants du Pont-Neuf,1991.0
tt0115697,Black Sheep,1996.0
tt0118826,The Castle,1997.0
tt0207201,What Women Want,2000.0
tt0117381,Primal Fear,1996.0
tt0257106,Scary Movie 2,2001.0
tt0340163,Hostage,2005.0
tt0110889,Priest,1994.0
tt0116324,Flirting with Disaster,1996.0
tt0261392,Jay and Silent Bob Strike Back,2001.0
tt0416508,Becoming Jane,2007.0
tt0113101,Four Rooms,1995.0
tt0238924,The Dangerous Lives of Altar Boys,2002.0
tt0120613,A Walk on the Moon,1999.0
tt0271219,Tadpole,2002.0
